device_id,timestamp,downstream_curr_rate_kbps,downstream_max_rate_kbps,upstream_curr_rate_kbps,upstream_max_rate_kbps,snr_margin_down_db,snr_margin_up_db,attenuation_down_db,attenuation_up_db,crc_errors_total,health_score,root_cause
IGD_104,2026-02-25 03:21:37,1862,19252,2071,2887,5.82,4.43,40.97,42.56,679,1,Line degradation
IGD_272,2026-02-23 21:21:38,4984,13812,1876,2071,23.61,12.48,36.16,41.83,41,0,NORMAL
IGD_186,2026-02-22 21:21:38,10106,19333,2600,2899,19.45,19.76,19.52,22.14,0,0,NORMAL
IGD_260,2026-02-24 03:21:38,10835,22438,3096,3365,20.44,18.97,22.22,23.93,58,0,NORMAL
IGD_157,2026-02-23 03:21:37,3274,11346,1559,1701,22.15,16.08,44.97,50.71,32,1,NORMAL
IGD_276,2026-02-24 15:21:38,5855,14961,2065,2244,20.79,20.22,32.03,35.08,30,0,NORMAL
IGD_160,2026-02-23 21:21:38,3366,21145,1684,3171,8.64,4.59,20.15,24.93,302,2,High Interference / Noise
IGD_276,2026-02-22 21:21:38,5825,14961,2123,2244,19.51,16.43,32.2,32.76,13,0,NORMAL
IGD_112,2026-02-23 09:21:37,4610,17029,1711,2554,17.65,12.98,36.91,37.04,44,0,Line degradation
IGD_047,2026-02-24 03:21:37,2356,14916,1112,2237,13.77,12.93,29.2,33.47,235,0,Configuration / Ports overload
IGD_157,2026-02-22 21:21:37,3613,11346,1501,1701,22.21,13.63,44.4,48.98,30,0,NORMAL
IGD_123,2026-02-23 15:21:37,588,10638,707,1595,7.16,4.53,44.87,46.95,2322,2,High Interference / Noise
IGD_196,2026-02-23 15:21:38,9653,20982,2956,3147,20.04,15.69,21.76,22.92,10,0,NORMAL
IGD_297,2026-02-24 09:21:38,3901,23042,1468,3456,12.92,17.49,15.8,20.96,597,1,Configuration / Ports overload
IGD_235,2026-02-24 21:21:38,1721,23196,1891,3479,4.7,3.17,18.81,26.63,3181,2,High Interference / Noise
IGD_151,2026-02-24 21:21:37,1817,17732,1947,2659,6.88,8.94,43.52,52.29,1055,1,Line degradation
IGD_111,2026-02-23 21:21:37,1145,9601,1047,1440,11.52,11.87,53.73,57.99,48,1,Line degradation
IGD_199,2026-02-24 21:21:38,2651,20798,2004,3119,7.02,5.22,39.72,42.64,1008,1,Line degradation
IGD_034,2026-02-24 21:21:37,757,12501,1141,1875,3.57,3.12,35.18,39.71,2758,2,High Interference / Noise
IGD_022,2026-02-24 03:21:37,2710,23089,1789,3463,8.67,2.17,19.31,22.95,620,2,High Interference / Noise
IGD_162,2026-02-24 03:21:38,10149,22388,3035,3358,19.36,13.36,25.69,26.36,3,0,NORMAL
IGD_192,2026-02-24 09:21:38,1973,13467,1575,2020,10.73,10.3,37.21,40.67,187,0,Crosstalk / Saturation
IGD_252,2026-02-23 21:21:38,2444,12398,1387,1859,14.2,11.59,40.58,42.96,74,0,Line degradation
IGD_281,2026-02-23 21:21:38,1614,13204,743,1980,14.44,15.85,33.68,32.95,256,1,Configuration / Ports overload
IGD_160,2026-02-23 09:21:38,2878,21145,1993,3171,6.3,2.98,21.68,22.83,1309,2,High Interference / Noise
IGD_225,2026-02-22 21:21:38,5510,17254,2331,2588,18.72,15.43,29.3,33.56,62,0,NORMAL
IGD_169,2026-02-23 21:21:38,2364,18319,1243,2747,7.54,4.93,23.81,28.9,586,2,High Interference / Noise
IGD_253,2026-02-23 09:21:38,1331,12570,1097,1885,8.74,2.22,32.17,34.63,654,2,High Interference / Noise
IGD_082,2026-02-24 09:21:37,2697,18849,2235,2827,13.1,8.76,35.1,47.58,86,0,Line degradation
IGD_107,2026-02-24 15:21:37,819,13094,1130,1964,3.85,5.22,43.05,45.08,1431,2,High Interference / Noise
IGD_201,2026-02-23 15:21:38,1107,14758,1219,2213,2.62,1.97,27.47,35.52,2494,2,High Interference / Noise
IGD_028,2026-02-23 21:21:37,1664,10949,1182,1642,11.59,12.14,49.45,55.15,63,1,Line degradation
IGD_225,2026-02-23 21:21:38,5390,17254,2295,2588,18.9,16.27,33.8,37.01,30,0,NORMAL
IGD_087,2026-02-24 03:21:37,3158,17112,1081,2566,19.75,13.2,27.42,30.61,239,1,Configuration / Ports overload
IGD_011,2026-02-23 03:21:37,4067,14904,1604,2235,20.11,14.5,26.08,38.53,24,0,Line degradation
IGD_151,2026-02-23 03:21:37,4875,17732,1621,2659,19.69,14.37,28.91,36.64,45,0,Line degradation
IGD_215,2026-02-25 03:21:38,9130,20374,2789,3056,20.75,14.88,28.9,31.42,89,0,NORMAL
IGD_018,2026-02-23 03:21:37,501,9377,871,1406,4.19,4.38,42.93,50.47,2418,2,High Interference / Noise
IGD_011,2026-02-24 15:21:37,1660,14904,1590,2235,8.05,7.45,42.15,46.47,188,1,Line degradation
IGD_187,2026-02-23 09:21:38,5330,17570,2373,2635,16.89,21.11,35.58,38.68,12,0,NORMAL
IGD_153,2026-02-23 03:21:37,7174,19041,2127,2856,18.37,16.01,22.9,30.53,65,0,Line degradation
IGD_299,2026-02-24 15:21:38,1564,16191,1859,2428,7.73,5.51,51.99,62.79,757,1,Line degradation
IGD_221,2026-02-23 09:21:38,7401,14383,2004,2157,23.33,14.23,24.9,25.27,10,0,NORMAL
IGD_206,2026-02-23 21:21:38,5125,12582,1624,1887,22.88,16.98,35.33,33.13,102,0,NORMAL
IGD_177,2026-02-23 21:21:38,5734,14382,1920,2157,22.48,14.61,28.01,33.61,43,0,NORMAL
IGD_204,2026-02-23 15:21:38,10841,21896,3117,3284,24.13,13.09,23.05,27.25,60,0,NORMAL
IGD_197,2026-02-23 09:21:38,1917,19907,1494,2986,9.38,2.96,27.55,29.78,551,2,High Interference / Noise
IGD_226,2026-02-22 21:21:38,1340,12522,1093,1878,7.14,5.31,27.84,32.08,1780,2,High Interference / Noise
IGD_235,2026-02-22 21:21:38,2772,23196,1997,3479,7.47,4.93,19.91,24.36,982,2,High Interference / Noise
IGD_258,2026-02-24 03:21:38,3185,11224,1482,1683,18.11,15.78,38.23,43.63,0,0,NORMAL
IGD_193,2026-02-23 21:21:38,5926,16534,2205,2480,19.44,18.22,28.79,29.38,5,0,NORMAL
IGD_030,2026-02-24 03:21:37,1933,12098,898,1814,18.97,16.15,33.13,38.91,501,1,Configuration / Ports overload
IGD_072,2026-02-23 09:21:37,1586,8897,846,1334,16.46,14.9,43.28,53.36,0,1,Line degradation
IGD_008,2026-02-23 09:21:37,1624,11894,904,1784,19.09,17.0,47.16,49.66,281,1,Configuration / Ports overload
IGD_196,2026-02-23 09:21:38,11158,20982,2771,3147,24.44,20.25,23.62,27.32,109,0,NORMAL
IGD_227,2026-02-25 03:21:38,2750,11855,1623,1778,16.22,14.22,44.58,45.41,15,0,NORMAL
IGD_257,2026-02-23 03:21:38,8036,19839,2675,2975,18.71,18.38,21.21,19.44,84,0,NORMAL
IGD_289,2026-02-24 03:21:38,11787,22831,3100,3424,20.05,19.7,21.86,23.25,87,0,NORMAL
IGD_049,2026-02-23 03:21:37,4889,16581,2349,2487,17.9,19.11,38.69,39.15,10,0,NORMAL
IGD_222,2026-02-24 21:21:38,1022,9946,1088,1491,8.13,5.39,43.7,49.41,699,1,Crosstalk / Saturation
IGD_154,2026-02-22 21:21:37,6184,13888,1863,2083,22.98,16.01,32.51,32.44,30,0,NORMAL
IGD_212,2026-02-24 03:21:38,2949,9413,1323,1411,23.44,16.49,45.15,44.06,91,1,NORMAL
IGD_152,2026-02-23 21:21:37,2436,20272,1216,3040,6.72,4.78,16.7,20.45,379,2,High Interference / Noise
IGD_297,2026-02-22 21:21:38,3747,23042,1493,3456,14.32,13.67,19.58,21.54,300,1,Configuration / Ports overload
IGD_150,2026-02-22 21:21:37,10070,22675,2534,3401,20.5,17.24,15.51,23.58,87,0,Line degradation
IGD_118,2026-02-23 03:21:37,1051,12831,999,1924,5.69,4.56,32.22,39.17,1727,2,High Interference / Noise
IGD_246,2026-02-23 09:21:38,6553,19119,1755,2867,18.14,15.98,26.66,28.05,21,0,Line degradation
IGD_243,2026-02-25 03:21:38,2267,12148,806,1822,16.57,11.09,29.96,36.18,117,0,Configuration / Ports overload
IGD_208,2026-02-23 15:21:38,3346,15087,1041,2263,20.03,10.66,30.43,30.4,456,0,Configuration / Ports overload
IGD_222,2026-02-24 09:21:38,1282,9946,1019,1491,12.4,10.52,42.95,55.18,189,0,Crosstalk / Saturation
IGD_228,2026-02-23 03:21:38,5698,16956,2233,2543,21.82,13.68,39.04,42.94,2,0,NORMAL
IGD_041,2026-02-24 03:21:37,4543,12520,1646,1878,20.59,20.39,37.54,40.62,28,0,NORMAL
IGD_076,2026-02-24 15:21:37,3357,18137,1787,2720,8.73,10.16,25.68,33.83,686,1,Crosstalk / Saturation
IGD_196,2026-02-24 09:21:38,10083,20982,2718,3147,18.59,17.73,21.46,22.72,39,0,NORMAL
IGD_219,2026-02-23 21:21:38,3295,18676,1155,2801,15.31,14.86,25.8,26.82,194,0,Configuration / Ports overload
IGD_196,2026-02-23 03:21:38,11340,20982,2705,3147,20.53,16.2,22.27,24.99,45,0,NORMAL
IGD_010,2026-02-24 15:21:37,2917,21231,2162,3184,7.95,9.21,32.41,37.35,473,1,Line degradation
IGD_134,2026-02-23 15:21:37,386,8904,547,1335,1.7,6.15,45.82,52.45,2151,2,High Interference / Noise
IGD_239,2026-02-25 03:21:38,2182,8933,1210,1339,18.36,12.91,39.95,42.9,25,0,NORMAL
IGD_075,2026-02-23 15:21:37,7655,19016,2445,2852,18.04,13.25,20.02,24.04,22,0,NORMAL
IGD_081,2026-02-24 09:21:37,9212,18023,2350,2703,23.02,20.05,20.45,18.26,4,0,NORMAL
IGD_277,2026-02-25 03:21:38,2868,10254,1375,1538,22.17,17.34,43.63,47.34,103,0,NORMAL
IGD_190,2026-02-24 09:21:38,10218,22453,2972,3367,20.51,21.59,18.55,20.38,67,0,NORMAL
IGD_250,2026-02-25 03:21:38,850,12127,1202,1819,4.9,4.62,53.89,59.69,673,1,Line degradation
IGD_154,2026-02-24 03:21:37,5269,13888,1862,2083,22.11,18.7,35.83,36.73,63,0,NORMAL
IGD_206,2026-02-22 21:21:38,5033,12582,1738,1887,22.92,17.93,36.61,42.24,41,0,NORMAL
IGD_202,2026-02-22 21:21:38,1518,15879,1123,2381,8.92,6.41,36.14,36.93,1091,2,High Interference / Noise
IGD_015,2026-02-24 21:21:37,2401,19019,1794,2852,8.09,3.96,38.9,45.56,789,1,Line degradation
IGD_256,2026-02-23 21:21:38,8755,23354,3101,3503,16.7,21.8,21.69,25.06,47,0,NORMAL
IGD_206,2026-02-23 15:21:38,4506,12582,1681,1887,22.7,17.94,36.54,39.83,96,0,NORMAL
IGD_191,2026-02-23 09:21:38,5381,15902,2059,2385,15.38,16.17,32.31,33.31,2,0,NORMAL
IGD_132,2026-02-24 03:21:37,12029,23901,3123,3585,24.57,13.98,25.07,25.66,4,0,NORMAL
IGD_070,2026-02-23 09:21:37,4023,15604,1586,2340,16.95,14.16,36.11,41.68,90,0,Line degradation
IGD_082,2026-02-24 21:21:37,1958,18849,2024,2827,8.03,8.16,40.21,47.08,766,1,Line degradation
IGD_173,2026-02-24 21:21:38,2554,9921,1408,1488,17.94,18.6,42.92,46.51,80,0,NORMAL
IGD_139,2026-02-24 09:21:37,1009,10720,1127,1608,9.93,10.79,54.04,58.69,325,1,Line degradation
IGD_229,2026-02-23 03:21:38,5999,13010,1728,1951,22.8,13.11,29.18,29.61,24,0,NORMAL
IGD_274,2026-02-23 15:21:38,9722,20075,2637,3011,23.72,15.4,26.99,28.02,39,0,NORMAL
IGD_160,2026-02-25 03:21:38,1658,21145,1617,3171,6.22,2.58,27.35,28.89,817,2,High Interference / Noise
IGD_262,2026-02-22 21:21:38,4959,16249,2210,2437,24.37,15.81,42.69,45.3,37,0,NORMAL
IGD_246,2026-02-24 15:21:38,2416,19119,1943,2867,8.73,7.73,37.72,42.33,489,1,Line degradation
IGD_071,2026-02-23 03:21:37,3038,9540,1245,1431,20.42,17.24,40.55,41.91,17,0,NORMAL
IGD_188,2026-02-24 21:21:38,1196,16254,1673,2438,7.08,5.56,52.46,59.19,531,1,Line degradation
IGD_266,2026-02-24 09:21:38,6685,18274,2500,2741,15.55,13.5,20.76,22.45,19,0,NORMAL
IGD_093,2026-02-23 03:21:37,8719,19282,2486,2892,17.98,16.27,18.16,19.71,0,0,NORMAL
IGD_143,2026-02-23 21:21:37,1798,9590,692,1438,20.4,16.33,42.09,46.22,403,0,Configuration / Ports overload
IGD_171,2026-02-24 21:21:38,1564,16597,1560,2489,8.79,6.82,42.43,51.23,984,1,Line degradation
IGD_091,2026-02-24 03:21:37,1222,10452,1060,1567,11.31,9.55,49.57,60.81,201,1,Line degradation
IGD_046,2026-02-23 21:21:37,9103,20277,2645,3041,20.29,15.13,17.93,15.86,113,0,NORMAL
IGD_219,2026-02-24 03:21:38,4332,18676,1164,2801,14.62,13.08,27.74,26.15,291,0,Configuration / Ports overload
IGD_231,2026-02-23 21:21:38,8626,18780,2632,2817,20.68,17.79,21.19,22.0,2,0,NORMAL
IGD_178,2026-02-23 03:21:38,982,10958,1271,1643,12.04,10.43,51.54,57.94,352,0,Crosstalk / Saturation
IGD_017,2026-02-24 15:21:37,1927,14215,1605,2132,9.73,6.13,41.25,45.79,196,1,Line degradation
IGD_074,2026-02-22 21:21:37,5112,15759,1636,2363,18.89,16.01,35.7,43.4,41,0,Line degradation
IGD_219,2026-02-24 21:21:38,3795,18676,1330,2801,19.39,13.41,22.5,28.97,120,1,Configuration / Ports overload
IGD_132,2026-02-22 21:21:37,10751,23901,3160,3585,20.79,23.38,26.88,29.31,8,0,NORMAL
IGD_003,2026-02-24 09:21:37,812,8969,950,1345,11.84,7.64,55.39,59.3,88,2,Line degradation
IGD_206,2026-02-25 03:21:38,3511,12582,1654,1887,19.41,19.25,38.82,43.93,16,0,NORMAL
IGD_166,2026-02-23 09:21:38,1932,8640,1147,1296,17.07,13.81,45.52,48.86,29,0,NORMAL
IGD_163,2026-02-23 09:21:38,10063,18186,2529,2727,24.84,15.9,19.4,26.26,26,0,NORMAL
IGD_059,2026-02-24 15:21:37,6613,18167,2348,2725,16.89,11.36,20.0,23.96,18,0,NORMAL
IGD_202,2026-02-24 09:21:38,1752,15879,1530,2381,4.43,3.7,25.65,32.12,851,2,High Interference / Noise
IGD_100,2026-02-24 15:21:37,10970,23565,3289,3534,22.37,19.29,23.95,28.95,28,0,NORMAL
IGD_118,2026-02-24 09:21:37,1020,12831,1154,1924,7.78,1.21,29.63,38.33,1816,2,High Interference / Noise
IGD_171,2026-02-22 21:21:38,5731,16597,1821,2489,18.65,16.89,26.59,33.55,42,0,Line degradation
IGD_105,2026-02-22 21:21:37,5183,14249,1986,2137,21.07,16.27,31.67,31.67,32,0,NORMAL
IGD_004,2026-02-23 15:21:37,1755,13013,1206,1951,10.36,8.29,26.53,31.09,614,1,Crosstalk / Saturation
IGD_181,2026-02-25 03:21:38,3365,22025,1227,3303,15.44,12.45,24.43,25.86,219,1,Configuration / Ports overload
IGD_263,2026-02-24 09:21:38,5614,17236,2286,2585,18.29,15.94,34.52,33.25,31,0,NORMAL
IGD_138,2026-02-25 03:21:37,11463,23517,3180,3527,22.59,17.29,16.34,18.2,52,0,NORMAL
IGD_005,2026-02-23 03:21:37,6021,19463,2260,2919,17.57,15.39,26.87,36.6,24,0,Line degradation
IGD_180,2026-02-23 03:21:38,4800,13052,1813,1957,20.15,17.94,29.57,30.87,56,0,NORMAL
IGD_219,2026-02-25 03:21:38,4610,18676,1367,2801,18.14,10.7,24.87,29.84,151,0,Configuration / Ports overload
IGD_261,2026-02-24 09:21:38,5156,14910,1916,2236,15.44,17.43,26.31,26.64,53,0,NORMAL
IGD_198,2026-02-23 09:21:38,3234,12008,1570,1801,15.45,17.75,37.09,37.52,37,0,NORMAL
IGD_229,2026-02-25 03:21:38,5794,13010,1822,1951,20.77,14.02,28.66,31.68,11,0,NORMAL
IGD_193,2026-02-24 03:21:38,6355,16534,2341,2480,19.36,18.51,24.78,32.95,27,0,NORMAL
IGD_061,2026-02-25 03:21:37,3408,11057,1445,1658,22.53,17.32,43.11,44.36,34,0,NORMAL
IGD_114,2026-02-23 09:21:37,4155,15491,1682,2323,18.17,13.05,34.66,39.86,6,0,Line degradation
IGD_003,2026-02-24 21:21:37,542,8969,949,1345,7.05,5.88,59.63,63.55,1194,2,Line degradation
IGD_045,2026-02-23 03:21:37,3406,9835,1298,1475,22.87,18.87,43.46,46.64,98,0,NORMAL
IGD_236,2026-02-24 03:21:38,5210,15459,2181,2318,21.32,17.09,40.26,42.84,34,0,NORMAL
IGD_280,2026-02-24 21:21:38,1761,13265,1390,1989,9.51,5.32,33.1,40.74,430,1,Crosstalk / Saturation
IGD_050,2026-02-23 15:21:37,2257,14218,942,2132,13.62,18.18,34.34,35.58,417,0,Configuration / Ports overload
IGD_126,2026-02-24 21:21:37,10330,22292,2920,3343,20.44,13.47,22.32,22.77,75,0,NORMAL
IGD_131,2026-02-23 03:21:37,1727,9096,952,1364,18.34,16.03,48.35,52.65,53,1,Line degradation
IGD_237,2026-02-24 03:21:38,7649,22727,3131,3409,17.51,15.57,23.47,25.66,1,0,NORMAL
IGD_139,2026-02-23 09:21:37,1870,10720,1251,1608,14.92,14.53,47.31,53.08,2,1,Line degradation
IGD_131,2026-02-23 21:21:37,1160,9096,892,1364,14.03,11.07,53.83,58.7,143,1,Line degradation
IGD_024,2026-02-24 09:21:37,3847,18191,995,2728,12.58,13.22,25.85,29.41,365,0,Configuration / Ports overload
IGD_056,2026-02-23 03:21:37,2300,8608,1158,1291,17.84,15.43,44.37,44.0,9,0,NORMAL
IGD_053,2026-02-22 21:21:37,487,9059,882,1358,1.82,2.36,42.5,43.82,2945,2,High Interference / Noise
IGD_245,2026-02-24 09:21:38,3559,20128,2158,3019,8.84,8.76,35.71,40.52,586,0,Line degradation
IGD_124,2026-02-23 09:21:37,9256,22076,2847,3311,21.14,20.27,22.54,23.76,15,0,NORMAL
IGD_114,2026-02-24 21:21:37,1332,15491,1607,2323,7.11,7.87,46.38,51.47,966,1,Line degradation
IGD_073,2026-02-22 21:21:37,2728,9838,1380,1475,19.9,20.99,42.58,45.92,14,0,NORMAL
IGD_074,2026-02-24 03:21:37,2473,15759,1881,2363,13.35,10.71,44.63,55.57,155,1,Line degradation
IGD_266,2026-02-23 15:21:38,7441,18274,2408,2741,20.26,15.25,24.36,26.83,7,0,NORMAL
IGD_176,2026-02-22 21:21:38,1936,9313,1078,1396,18.14,17.85,45.89,48.45,3,0,Line degradation
IGD_006,2026-02-24 21:21:37,10082,21533,2859,3229,23.78,15.86,25.17,28.58,26,0,NORMAL
IGD_064,2026-02-23 03:21:37,1662,20568,1403,3085,2.97,5.15,19.14,24.63,1407,2,High Interference / Noise
IGD_119,2026-02-23 03:21:37,3368,13760,1848,2064,18.08,16.88,41.74,41.08,8,0,NORMAL
IGD_221,2026-02-23 15:21:38,5965,14383,2003,2157,22.6,17.78,28.03,29.83,4,0,NORMAL
IGD_060,2026-02-23 09:21:37,5073,13531,1740,2029,20.53,18.82,27.95,34.84,32,0,NORMAL
IGD_131,2026-02-23 15:21:37,1275,9096,1054,1364,14.93,12.87,51.76,60.26,114,1,Line degradation
IGD_139,2026-02-24 15:21:37,869,10720,1039,1608,8.93,7.61,57.28,66.73,204,2,Line degradation
IGD_262,2026-02-24 03:21:38,5419,16249,2246,2437,22.19,18.1,41.66,43.1,42,0,NORMAL
IGD_264,2026-02-22 21:21:38,7670,19622,2128,2943,18.44,16.96,24.44,33.81,110,0,Line degradation
IGD_185,2026-02-24 03:21:38,5487,16041,2179,2406,20.72,20.86,28.45,34.69,68,0,NORMAL
IGD_094,2026-02-25 03:21:37,12576,23781,3084,3567,22.57,15.39,17.58,18.67,11,0,NORMAL
IGD_279,2026-02-24 21:21:38,1397,13955,960,2093,7.44,6.01,29.96,38.66,1262,2,High Interference / Noise
IGD_125,2026-02-25 03:21:37,8914,21202,2784,3180,17.51,14.85,16.99,18.22,11,0,NORMAL
IGD_091,2026-02-23 21:21:37,1321,10452,1074,1567,16.07,9.99,50.55,53.08,209,1,Line degradation
IGD_255,2026-02-23 15:21:38,9454,17695,2293,2654,25.1,13.83,21.68,27.2,104,0,NORMAL
IGD_128,2026-02-25 03:21:37,5037,21728,1369,3259,17.87,14.24,17.82,20.46,280,0,Configuration / Ports overload
IGD_241,2026-02-23 09:21:38,1507,10117,1065,1517,16.94,15.2,51.02,59.78,11,1,Line degradation
IGD_296,2026-02-25 03:21:38,1763,20502,2415,3075,5.61,4.95,40.38,40.75,1081,1,Line degradation
IGD_213,2026-02-24 09:21:38,4683,20729,1962,3109,10.99,7.97,23.17,36.08,155,0,Crosstalk / Saturation
IGD_239,2026-02-24 15:21:38,2451,8933,1212,1339,20.13,14.54,41.17,46.39,1,0,NORMAL
IGD_205,2026-02-23 09:21:38,2207,17140,1658,2571,11.4,7.63,39.98,43.24,102,0,Crosstalk / Saturation
IGD_115,2026-02-23 09:21:37,2012,15557,1437,2333,11.52,5.74,40.23,46.16,280,0,Crosstalk / Saturation
IGD_239,2026-02-23 03:21:38,2464,8933,1268,1339,18.04,17.48,42.66,45.73,44,0,NORMAL
IGD_071,2026-02-24 09:21:37,3099,9540,1298,1431,23.14,18.09,42.5,42.88,39,0,NORMAL
IGD_265,2026-02-23 03:21:38,2501,8073,1076,1210,19.94,14.86,38.52,44.75,2,0,NORMAL
IGD_103,2026-02-23 09:21:37,2619,10923,1474,1638,18.6,16.73,47.73,48.31,19,1,NORMAL
IGD_075,2026-02-24 03:21:37,8821,19016,2430,2852,21.21,16.85,28.62,27.74,26,0,NORMAL
IGD_155,2026-02-24 09:21:37,4760,12219,1704,1832,23.01,14.24,38.45,36.19,38,0,NORMAL
IGD_236,2026-02-24 15:21:38,4216,15459,2132,2318,18.97,20.66,42.81,46.9,29,0,NORMAL
IGD_205,2026-02-24 09:21:38,2131,17140,1709,2571,10.24,9.3,45.44,52.14,252,0,Crosstalk / Saturation
IGD_052,2026-02-23 15:21:37,5140,18484,1697,2772,15.37,11.11,21.14,27.19,23,0,Line degradation
IGD_009,2026-02-23 03:21:37,3166,21094,1985,3164,8.81,6.6,23.96,33.63,157,1,Crosstalk / Saturation
IGD_267,2026-02-23 03:21:38,870,15598,1479,2339,3.3,2.95,34.18,41.24,1810,2,High Interference / Noise
IGD_131,2026-02-24 21:21:37,422,9096,965,1364,7.17,6.3,63.33,70.77,399,2,Line degradation
IGD_250,2026-02-24 03:21:38,1878,12127,1263,1819,11.09,9.26,42.91,47.66,116,0,Line degradation
IGD_092,2026-02-23 21:21:37,1173,16631,1411,2494,5.88,2.58,41.09,44.96,589,2,High Interference / Noise
IGD_141,2026-02-23 21:21:37,9543,18818,2600,2822,21.72,14.08,21.72,28.92,14,0,NORMAL
IGD_165,2026-02-24 15:21:38,5389,23001,1760,3450,19.83,12.89,20.21,23.07,385,1,Configuration / Ports overload
IGD_277,2026-02-22 21:21:38,3131,10254,1392,1538,23.38,15.69,47.4,47.87,12,1,NORMAL
IGD_111,2026-02-24 21:21:37,440,9601,1093,1440,6.09,5.32,61.0,70.11,892,2,Line degradation
IGD_016,2026-02-22 21:21:37,3064,9134,1244,1370,23.44,13.76,44.97,44.4,76,0,NORMAL
IGD_273,2026-02-24 09:21:38,1411,9983,782,1497,16.37,15.79,41.82,40.83,276,0,Configuration / Ports overload
IGD_078,2026-02-23 21:21:37,5171,15905,2074,2385,19.88,20.49,42.31,44.32,4,0,NORMAL
IGD_033,2026-02-25 03:21:37,506,11171,1200,1675,5.9,5.45,62.03,64.77,972,2,Line degradation
IGD_001,2026-02-24 09:21:37,1686,12508,1028,1876,15.7,18.22,38.12,37.3,280,1,Configuration / Ports overload
IGD_095,2026-02-23 15:21:37,1003,12624,834,1893,4.03,3.28,30.68,35.09,1067,2,High Interference / Noise
IGD_083,2026-02-23 09:21:37,2452,12656,836,1898,17.23,13.47,31.88,34.68,147,0,Configuration / Ports overload
IGD_074,2026-02-23 21:21:37,2506,15759,1599,2363,15.11,11.05,43.3,54.71,171,0,Line degradation
IGD_091,2026-02-25 03:21:37,449,10452,996,1567,5.24,6.36,59.55,64.3,695,2,Line degradation
IGD_047,2026-02-24 21:21:37,1934,14916,1106,2237,14.83,16.31,30.54,33.49,352,1,Configuration / Ports overload
IGD_019,2026-02-23 03:21:37,10551,18241,2355,2736,27.08,22.64,21.63,26.0,2,0,NORMAL
IGD_017,2026-02-23 21:21:37,2667,14215,1702,2132,14.87,11.56,38.05,39.94,100,0,Line degradation
IGD_153,2026-02-23 15:21:37,4876,19041,1834,2856,17.16,12.57,27.01,31.87,21,0,Line degradation
IGD_046,2026-02-23 03:21:37,10958,20277,2778,3041,21.03,16.85,18.29,17.85,73,0,NORMAL
IGD_050,2026-02-22 21:21:37,2072,14218,1050,2132,15.47,10.86,35.27,37.84,187,0,Configuration / Ports overload
IGD_201,2026-02-23 21:21:38,1072,14758,1174,2213,0.93,2.87,23.64,30.17,1800,2,High Interference / Noise
IGD_115,2026-02-23 15:21:37,2055,15557,1448,2333,10.26,6.53,43.24,46.92,20,0,Crosstalk / Saturation
IGD_132,2026-02-23 03:21:37,10003,23901,3293,3585,18.78,17.63,27.23,29.11,25,0,NORMAL
IGD_225,2026-02-23 09:21:38,7395,17254,2268,2588,26.68,15.16,33.12,38.26,26,0,NORMAL
IGD_112,2026-02-23 03:21:37,4699,17029,1682,2554,18.05,15.64,28.58,38.93,16,0,Line degradation
IGD_286,2026-02-23 21:21:38,3056,17367,1410,2605,16.17,16.63,28.25,27.14,329,0,Configuration / Ports overload
IGD_198,2026-02-24 15:21:38,2988,12008,1657,1801,15.67,16.04,39.1,43.59,122,0,NORMAL
IGD_145,2026-02-23 03:21:37,9274,23721,3302,3558,16.19,19.57,21.13,25.05,74,0,NORMAL
IGD_189,2026-02-25 03:21:38,9270,22571,3008,3385,19.27,20.62,27.29,28.53,0,0,NORMAL
IGD_101,2026-02-24 09:21:37,5846,15163,1987,2274,19.68,21.68,30.68,32.63,12,0,NORMAL
IGD_163,2026-02-24 15:21:38,10767,18186,2476,2727,24.64,12.93,21.52,22.07,60,0,NORMAL
IGD_164,2026-02-23 09:21:38,4868,17000,2418,2550,18.31,14.45,35.07,39.94,101,0,NORMAL
IGD_108,2026-02-23 21:21:37,10512,20685,2827,3102,22.72,18.64,26.83,25.52,40,0,NORMAL
IGD_058,2026-02-24 21:21:37,3431,23043,1857,3456,5.11,3.83,13.15,17.23,888,2,High Interference / Noise
IGD_273,2026-02-24 15:21:38,1310,9983,659,1497,20.96,18.38,42.57,46.29,268,1,Configuration / Ports overload
IGD_235,2026-02-24 03:21:38,2290,23196,1451,3479,4.59,5.99,25.86,28.75,2013,2,High Interference / Noise
IGD_227,2026-02-23 15:21:38,4088,11855,1518,1778,23.53,20.24,38.97,38.44,25,0,NORMAL
IGD_231,2026-02-23 09:21:38,10773,18780,2589,2817,24.17,22.18,19.48,21.03,51,0,NORMAL
IGD_033,2026-02-24 15:21:37,820,11171,1272,1675,8.77,7.47,56.44,63.61,891,2,Line degradation
IGD_180,2026-02-22 21:21:38,4420,13052,1808,1957,17.3,13.93,31.21,29.76,33,0,NORMAL
IGD_045,2026-02-23 09:21:37,2984,9835,1373,1475,23.6,15.21,43.33,46.7,45,0,NORMAL
IGD_186,2026-02-24 21:21:38,7890,19333,2465,2899,17.23,13.97,18.54,20.04,24,0,NORMAL
IGD_218,2026-02-22 21:21:38,1606,17326,1576,2598,7.68,3.33,27.46,35.52,683,2,High Interference / Noise
IGD_284,2026-02-23 09:21:38,473,9427,820,1414,6.58,4.73,47.16,52.85,537,2,High Interference / Noise
